env_id,makespan,return
2,8582.3,1.17
5,8758.32,1.14
3,10425.8,0.96
2,8248.99,1.21
0,9804.8,1.02
2,9922.67,1.01
5,8621.88,1.16
0,9266.73,1.08
3,18889.24,0.53
4,9105.05,1.1
0,10270.82,0.97
1,9929.47,1.01
0,10044.27,1.0
5,8558.3,1.17
0,9503.71,1.05
0,9953.0,1.0
2,8503.31,1.18
0,12436.13,0.8
3,9793.59,1.02
0,12079.96,0.83
0,18986.54,0.53
0,23283.76,0.43
5,8909.6,1.12
4,9403.87,1.06
2,8566.73,1.17
3,8748.55,1.14
5,8459.72,1.18
3,10580.32,0.95
4,9129.09,1.1
2,8446.09,1.18
5,9281.66,1.08
3,9664.81,1.03
3,9774.15,1.02
5,8604.24,1.16
3,10291.59,0.97
4,8842.2,1.13
1,8731.82,1.15
5,8658.21,1.15
0,9775.06,1.02
2,8994.67,1.11
1,9969.89,1.0
2,8574.86,1.17
5,8258.16,1.21
5,8415.78,1.19
2,8404.47,1.19
1,8529.14,1.17
4,10096.64,0.99
2,8511.06,1.17
4,8762.94,1.14
4,11455.72,0.87
2,8377.22,1.19
4,9241.83,1.08
2,8676.52,1.15
4,9727.05,1.03
0,8748.27,1.14
1,9104.36,1.1
3,8978.3,1.11
1,9545.31,1.05
3,9798.01,1.02
0,9371.97,1.07
0,9459.24,1.06
4,8748.44,1.14
2,9240.29,1.08
3,9769.27,1.02
2,8647.54,1.16
2,9256.37,1.08
0,10217.49,0.98
3,9887.45,1.01
3,9339.66,1.07
0,16160.89,0.62
1,14759.46,0.68
3,10765.18,0.93
0,8654.99,1.16
5,8592.38,1.16
4,8593.89,1.16
3,9193.6,1.09
0,9905.32,1.01
1,8297.15,1.21
5,8452.82,1.18
1,9342.94,1.07
5,8520.27,1.17
1,9402.89,1.06
2,9153.12,1.09
4,8981.09,1.11
1,9353.25,1.07
4,8318.81,1.2
5,9032.19,1.11
3,10054.59,0.99
3,9183.53,1.09
2,8411.46,1.19
4,9279.46,1.08
4,8388.07,1.19
3,9632.37,1.04
5,9870.75,1.01
2,8535.97,1.17
0,9196.29,1.09
5,8853.92,1.13
0,10743.54,0.93
3,9864.48,1.01
3,9845.22,1.02
2,8317.51,1.2
3,9609.93,1.04
5,8929.77,1.12
0,10881.92,0.92
4,8545.76,1.17
4,8548.55,1.17
1,8702.61,1.15
1,8779.1,1.14
4,9682.51,1.03
3,10968.22,0.91
4,9096.25,1.1
1,9309.17,1.07
4,10260.35,0.97
2,8640.5,1.16
1,8760.95,1.14
1,9179.44,1.09
2,9719.11,1.03
0,8902.41,1.12
5,8907.15,1.12
1,9670.5,1.03
4,8936.77,1.12
0,8815.88,1.13
5,8363.77,1.2
2,9976.21,1.0
4,9587.35,1.04
5,9366.3,1.07
5,8281.89,1.21
0,9810.68,1.02
0,9759.2,1.02
1,9469.94,1.06
2,9141.74,1.09
5,9231.37,1.08
0,9876.78,1.01
4,9411.04,1.06
3,10133.28,0.99
2,9064.69,1.1
3,10185.96,0.98
3,9486.8,1.05
1,9831.28,1.02
0,9599.69,1.04
1,9967.39,1.0
5,8978.56,1.11
5,8200.07,1.22
0,12288.53,0.81
5,8994.35,1.11
3,11178.96,0.89
5,8799.35,1.14
4,9111.05,1.1
0,9328.71,1.07
1,10516.46,0.95
0,19613.08,0.51
4,12471.51,0.8
4,9140.19,1.09
4,10094.14,0.99
2,8760.76,1.14
2,8428.12,1.19
1,8577.86,1.17
1,9410.65,1.06
3,10980.99,0.91
0,8993.65,1.11
4,8887.63,1.13
0,9231.64,1.08
3,10149.39,0.99
2,8409.17,1.19
4,8842.72,1.13
1,10132.16,0.99
3,9869.61,1.01
3,9327.4,1.07
4,16594.26,0.6
0,20555.62,0.49
0,10415.84,0.96
5,8429.99,1.19
3,10217.59,0.98
3,11065.53,0.9
5,8075.29,1.24
5,8861.56,1.13
1,8765.84,1.14
3,9407.94,1.06
5,8924.74,1.12
3,9656.13,1.04
5,9266.65,1.08
1,8482.98,1.18
3,10359.15,0.97
3,10295.36,0.97
2,8671.91,1.15
3,10067.48,0.99
5,9002.86,1.11
2,9000.08,1.11
3,9934.8,1.01
3,12033.03,0.83
4,10719.62,0.93
5,9347.92,1.07
3,13112.97,0.76
0,10787.84,0.93
5,10230.64,0.98
0,10926.26,0.92
3,10692.03,0.94
4,9920.64,1.01
3,12999.55,0.77
4,10117.9,0.99
4,10181.62,0.98
1,8119.99,1.23
3,10137.25,0.99
0,9882.61,1.01
1,14150.44,0.71
2,9671.73,1.03
3,13544.17,0.74
0,9078.54,1.1
2,8139.04,1.23
2,9779.35,1.02
2,8325.67,1.2
1,9198.7,1.09
1,9184.9,1.09
1,10170.09,0.98
2,8441.56,1.18
4,10252.75,0.98
3,10345.09,0.97
4,8613.17,1.16
1,8724.44,1.15
1,8472.55,1.18
4,9763.96,1.02
3,9138.56,1.09
5,8823.63,1.13
3,10514.46,0.95
4,8971.3,1.11
0,11396.31,0.88
2,10689.28,0.94
5,14062.31,0.71
1,11694.76,0.86
3,11293.78,0.89
3,11557.45,0.87
3,11407.15,0.88
5,11737.84,0.85
3,9063.73,1.1
3,9559.67,1.05
2,8756.23,1.14
4,9554.51,1.05
0,9752.84,1.03
5,10239.7,0.98
5,9214.97,1.09
5,8718.75,1.15
0,11903.09,0.84
5,8889.33,1.12
2,10480.19,0.95
4,9659.42,1.04
0,10649.83,0.94
1,9362.13,1.07
4,8708.69,1.15
5,8826.35,1.13
1,9213.49,1.09
3,10869.32,0.92
4,9061.45,1.1
3,10811.32,0.92
0,9097.35,1.1
0,8903.7,1.12
0,10058.04,0.99
0,9681.17,1.03
1,8585.98,1.16
3,10778.44,0.93
4,8858.79,1.13
3,10799.17,0.93
0,9051.11,1.1
3,9438.42,1.06
1,9133.22,1.09
1,9225.34,1.08
4,10030.38,1.0
5,8435.36,1.19
1,9484.25,1.05
3,9772.75,1.02
4,11149.25,0.9
1,9300.31,1.08
1,9382.75,1.07
3,12665.78,0.79
1,13769.08,0.73
1,11084.35,0.9
0,9587.34,1.04
5,9151.76,1.09
4,8997.9,1.11
4,8965.46,1.12
3,10581.01,0.95
4,8617.85,1.16
0,10117.55,0.99
0,10562.29,0.95
3,9121.34,1.1
3,9313.31,1.07
4,8922.03,1.12
3,9905.25,1.01
5,8867.56,1.13
2,9663.29,1.03
2,8830.79,1.13
2,8684.9,1.15
4,8119.23,1.23
1,8627.84,1.16
1,9882.8,1.01
5,8185.7,1.22
0,9470.72,1.06
2,10513.58,0.95
4,9103.66,1.1
1,10659.18,0.94
0,10289.63,0.97
0,13297.93,0.75
1,9009.61,1.11
2,8775.11,1.14
5,8475.7,1.18
1,10098.39,0.99
3,13496.65,0.74
0,12238.79,0.82
5,8704.32,1.15
2,9984.73,1.0
4,8347.41,1.2
1,9347.03,1.07
0,10080.79,0.99
2,11112.73,0.9
2,9909.69,1.01
1,11181.36,0.89
3,10947.24,0.91
3,10294.74,0.97
4,8416.15,1.19
4,10154.35,0.98
5,9399.25,1.06
0,9742.32,1.03
2,8597.62,1.16
0,10240.91,0.98
2,8625.91,1.16
0,9638.27,1.04
3,11722.33,0.85
0,9605.64,1.04
2,9762.13,1.02
4,8686.21,1.15
3,11909.46,0.84
0,10102.44,0.99
2,8949.4,1.12
5,8734.25,1.14
0,9329.37,1.07
2,8764.86,1.14
3,9692.01,1.03
5,9008.29,1.11
4,10139.25,0.99
4,9515.47,1.05
4,10539.26,0.95
1,9327.3,1.07
4,9269.11,1.08
3,10736.18,0.93
4,9702.59,1.03
3,11515.65,0.87
3,10631.98,0.94
4,9476.37,1.06
5,8665.15,1.15
3,9689.34,1.03
4,8709.34,1.15
5,9927.29,1.01
1,10084.53,0.99
0,11184.93,0.89
0,9290.06,1.08
1,10201.93,0.98
3,10740.54,0.93
5,8428.03,1.19
0,10996.41,0.91
0,9555.72,1.05
5,9396.95,1.06
3,11469.62,0.87
2,8752.52,1.14
2,9614.68,1.04
5,8956.34,1.12
3,9468.87,1.06
5,11833.77,0.85
0,9824.38,1.02
4,9171.55,1.09
1,8942.02,1.12
4,9069.38,1.1
0,10496.12,0.95
5,9559.09,1.05
1,9246.33,1.08
3,11767.19,0.85
1,9718.01,1.03
1,9033.92,1.11
3,9485.38,1.05
4,8849.03,1.13
2,8778.38,1.14
5,8756.68,1.14
4,9415.0,1.06
1,8847.66,1.13
4,10320.81,0.97
4,9409.47,1.06
5,9277.47,1.08
2,9055.29,1.1
5,9223.92,1.08
5,9036.89,1.11
0,8987.75,1.11
5,8594.82,1.16
2,8454.91,1.18
1,8777.56,1.14
1,8538.62,1.17
1,8804.27,1.14
3,9532.52,1.05
4,9427.1,1.06
3,9645.41,1.04
2,9205.74,1.09
3,10285.75,0.97
5,8578.64,1.17
2,9088.87,1.1
2,8372.82,1.19
3,10080.22,0.99
4,9754.85,1.03
3,10098.38,0.99
4,9373.35,1.07
3,13231.76,0.76
5,8498.43,1.18
2,8590.9,1.16
2,8216.35,1.22
0,8643.27,1.16
0,8914.38,1.12
4,9807.45,1.02
2,9239.14,1.08
0,10938.92,0.91
0,8943.88,1.12
5,8812.86,1.13
2,8936.19,1.12
3,10408.83,0.96
5,9071.93,1.1
0,9963.7,1.0
3,12717.37,0.79
1,18094.34,0.55
1,9811.86,1.02
0,8191.02,1.22
1,10718.01,0.93
3,11146.34,0.9
2,9314.38,1.07
0,11533.92,0.87
0,10936.34,0.91
1,14185.62,0.7
5,8713.15,1.15
0,10166.76,0.98
4,10120.07,0.99
2,8655.15,1.16
4,9791.35,1.02
4,8674.15,1.15
2,9762.4,1.02
4,9538.16,1.05
0,9025.03,1.11
4,9739.79,1.03
4,9198.41,1.09
5,8820.08,1.13
1,8780.79,1.14
1,9050.35,1.1
1,9635.94,1.04
4,8891.57,1.12
1,9044.91,1.11
3,9678.32,1.03
3,9546.13,1.05
1,9115.74,1.1
3,9952.42,1.0
0,9449.62,1.06
2,10281.21,0.97
2,8928.42,1.12
4,8602.66,1.16
1,9733.88,1.03
1,9093.77,1.1
4,9256.32,1.08
2,8400.71,1.19
5,8815.3,1.13
1,9183.66,1.09
0,9078.95,1.1
0,9553.99,1.05
5,8851.24,1.13
3,13220.04,0.76
0,10476.33,0.95
1,10069.09,0.99
4,9390.37,1.06
1,8600.42,1.16
5,8402.74,1.19
1,9009.54,1.11
1,8745.11,1.14
0,9919.06,1.01
5,9227.21,1.08
1,8629.05,1.16
1,9390.76,1.06
4,10079.43,0.99
1,9887.2,1.01
4,9362.12,1.07
5,8576.97,1.17
1,9058.43,1.1
1,9423.26,1.06
1,9002.49,1.11
0,9660.27,1.04
0,9567.4,1.05
5,9752.19,1.03
1,9539.54,1.05
3,10274.77,0.97
1,8670.03,1.15
2,8390.45,1.19
0,8587.43,1.16
3,10424.95,0.96
4,8436.06,1.19
4,8697.73,1.15
2,8625.51,1.16
5,9167.62,1.09
1,8764.37,1.14
1,13640.84,0.73
4,13093.46,0.76
4,8855.99,1.13
5,8874.58,1.13
4,10193.29,0.98
0,9822.74,1.02
3,13105.54,0.76
4,8958.65,1.12
0,11125.29,0.9
3,11469.7,0.87
3,13619.2,0.73
3,8870.21,1.13
3,9554.59,1.05
0,9405.26,1.06
5,8872.86,1.13
5,8862.84,1.13
3,10380.4,0.96
0,9048.38,1.11
3,10214.88,0.98
5,10974.22,0.91
4,9834.44,1.02
0,8664.58,1.15
2,9053.7,1.1
5,8519.51,1.17
5,8544.23,1.17
4,9652.82,1.04
5,9537.77,1.05
0,9305.58,1.07
3,9636.42,1.04
1,8877.39,1.13
0,8853.02,1.13
3,10829.53,0.92
4,9167.13,1.09
5,8584.46,1.16
0,10529.75,0.95
2,8815.66,1.13
3,9768.07,1.02
4,9815.03,1.02
3,10276.57,0.97
1,9224.49,1.08
0,12777.61,0.78
0,13029.1,0.77
2,9655.14,1.04
3,9969.69,1.0
5,9392.15,1.06
1,8376.27,1.19
5,9066.47,1.1
5,8400.04,1.19
5,8501.23,1.18
4,9040.61,1.11
5,8149.14,1.23
4,9915.36,1.01
5,10145.97,0.99
1,11372.24,0.88
3,9933.29,1.01
3,9775.51,1.02
1,9531.46,1.05
5,9568.87,1.05
0,9689.52,1.03
0,9924.23,1.01
0,9585.35,1.04
5,8736.95,1.14
4,9837.16,1.02
4,10163.09,0.98
4,9359.76,1.07
5,8719.42,1.15
4,9059.98,1.1
0,10439.3,0.96
2,9202.02,1.09
4,8416.16,1.19
3,10785.03,0.93
4,8516.94,1.17
0,10308.34,0.97
1,8377.52,1.19
0,9037.21,1.11
4,9225.46,1.08
0,9215.74,1.09
0,8703.9,1.15
1,9108.52,1.1
5,9101.7,1.1
4,8306.18,1.2
0,10707.97,0.93
2,8755.99,1.14
4,9242.32,1.08
5,9141.2,1.09
1,8245.78,1.21
3,8847.15,1.13
1,9324.22,1.07
2,8534.2,1.17
0,8834.78,1.13
2,8857.15,1.13
0,8894.37,1.12
2,8704.16,1.15
5,9754.22,1.03
4,10989.56,0.91
0,10488.88,0.95
4,9621.01,1.04
1,9520.59,1.05
2,9142.62,1.09
1,8513.56,1.17
4,8825.84,1.13
1,9239.1,1.08
3,9091.43,1.1
3,9421.41,1.06
1,9324.26,1.07
4,9484.92,1.05
2,8800.16,1.14
0,9732.62,1.03
5,8807.07,1.14
1,9417.7,1.06
0,9188.45,1.09
5,8440.47,1.18
2,8569.06,1.17
3,11639.07,0.86
4,9349.0,1.07
1,9734.17,1.03
3,12919.28,0.77
3,21198.28,0.47
2,8376.15,1.19
5,8914.14,1.12
3,9422.66,1.06
2,8599.72,1.16
3,11983.17,0.83
2,8552.25,1.17
5,8725.6,1.15
4,9464.77,1.06
1,9411.45,1.06
5,9461.04,1.06
1,9418.57,1.06
1,9540.56,1.05
4,8600.97,1.16
4,8645.05,1.16
1,9236.81,1.08
0,9793.48,1.02
2,8804.11,1.14
5,9103.05,1.1
2,8288.44,1.21
0,10124.73,0.99
1,9492.85,1.05
2,8447.84,1.18
3,13338.17,0.75
4,9249.4,1.08
2,11861.71,0.84
1,9932.11,1.01
5,8801.45,1.14
0,10387.71,0.96
3,9451.02,1.06
3,10321.43,0.97
3,10379.06,0.96
1,9343.77,1.07
0,12870.54,0.78
3,10830.85,0.92
3,14225.47,0.7
0,11474.55,0.87
3,10145.79,0.99
3,10316.1,0.97
1,13015.82,0.77
2,8843.99,1.13
5,8789.7,1.14
0,10020.93,1.0
5,7777.49,1.29
0,11815.55,0.85
2,9555.84,1.05
5,8609.65,1.16
1,10131.11,0.99
4,9334.07,1.07
0,8775.67,1.14
0,10102.87,0.99
1,10073.72,0.99
5,8432.83,1.19
0,9326.67,1.07
3,9283.76,1.08
1,9101.13,1.1
3,9212.91,1.09
2,9574.62,1.04
3,10151.25,0.99
1,9141.69,1.09
1,9095.24,1.1
0,9968.92,1.0
0,9167.82,1.09
3,10493.12,0.95
1,8904.03,1.12
5,8837.91,1.13
1,8592.51,1.16
2,8308.45,1.2
4,10070.36,0.99
5,8862.58,1.13
1,8989.49,1.11
4,9138.62,1.09
0,10474.51,0.95
5,8438.59,1.19
4,9261.15,1.08
0,10228.92,0.98
1,9178.17,1.09
2,8412.39,1.19
0,10026.35,1.0
2,8673.17,1.15
3,9943.49,1.01
0,9639.32,1.04
4,9323.02,1.07
5,8523.97,1.17
5,8456.19,1.18
5,8828.64,1.13
3,10754.59,0.93
5,9148.12,1.09
2,9202.28,1.09
4,8620.74,1.16
4,9583.03,1.04
2,8648.52,1.16
4,9080.43,1.1
4,9350.81,1.07
0,9661.27,1.04
3,9319.95,1.07
1,9349.63,1.07
1,16561.77,0.6
0,8723.91,1.15
5,8869.24,1.13
1,8464.97,1.18
3,9813.98,1.02
3,9134.65,1.09
5,8020.26,1.25
0,12325.07,0.81
0,10794.63,0.93
3,10648.28,0.94
5,8735.16,1.14
2,9049.45,1.11
4,8778.64,1.14
0,10317.63,0.97
4,8357.57,1.2
2,8004.29,1.25
1,9565.98,1.05
5,8831.39,1.13
5,9142.49,1.09
1,9412.43,1.06
3,10376.54,0.96
1,9911.0,1.01
4,9236.42,1.08
4,8646.14,1.16
2,8825.39,1.13
2,8543.02,1.17
3,10295.99,0.97
0,9391.94,1.06
5,8610.58,1.16
5,9491.35,1.05
2,8634.07,1.16
1,9097.4,1.1
0,9605.52,1.04
0,10522.6,0.95
3,10231.69,0.98
3,12487.97,0.8
4,8543.98,1.17
5,8375.09,1.19
2,9164.14,1.09
2,9224.77,1.08
3,10209.52,0.98
0,9367.23,1.07
0,10363.75,0.96
3,11385.72,0.88
1,8908.93,1.12
3,9164.33,1.09
3,9592.91,1.04
3,9413.67,1.06
5,8287.95,1.21
4,8860.11,1.13
2,9251.93,1.08
3,13363.51,0.75
1,9810.6,1.02
4,8859.61,1.13
2,8403.84,1.19
3,10046.82,1.0
3,22291.97,0.45
0,10179.89,0.98
1,12458.87,0.8
1,9030.53,1.11
0,9621.64,1.04
2,8677.4,1.15
2,8984.8,1.11
3,10446.87,0.96
5,8717.04,1.15
5,8327.11,1.2
3,10070.16,0.99
3,10014.14,1.0
2,9292.27,1.08
0,9284.36,1.08
3,9907.47,1.01
2,8993.52,1.11
0,14729.6,0.68
5,8478.7,1.18
5,8582.94,1.17
0,10210.94,0.98
3,10146.08,0.99
0,9537.85,1.05
5,9559.97,1.05
4,9004.78,1.11
0,11976.66,0.83
4,17020.73,0.59
0,12177.82,0.82
3,12477.44,0.8
4,9988.38,1.0
4,10019.29,1.0
4,11688.0,0.86
5,8516.06,1.17
4,10097.13,0.99
1,9558.78,1.05
2,12750.2,0.78
4,8734.99,1.14
4,9324.01,1.07
2,9708.4,1.03
4,9635.25,1.04
1,9936.68,1.01
0,9042.69,1.11
1,9208.03,1.09
3,9563.73,1.05
1,8547.48,1.17
0,9022.56,1.11
5,9176.48,1.09
1,10103.52,0.99
2,8963.81,1.12
1,8454.07,1.18
2,8311.29,1.2
1,9108.5,1.1
2,8609.72,1.16
4,8594.71,1.16
0,9606.53,1.04
0,9427.99,1.06
2,9344.18,1.07
5,8745.31,1.14
3,10117.5,0.99
4,8520.11,1.17
3,9281.27,1.08
0,11005.1,0.91
0,10570.92,0.95
0,10179.85,0.98
1,8788.53,1.14
4,9836.15,1.02
2,8803.96,1.14
4,8557.78,1.17
2,8480.43,1.18
5,8824.96,1.13
0,9659.52,1.04
5,9208.01,1.09
4,9115.78,1.1
2,8817.76,1.13
1,9696.49,1.03
5,9028.22,1.11
5,8885.36,1.13
1,8541.63,1.17
2,8295.67,1.21
2,9041.52,1.11
0,9204.31,1.09
1,9093.59,1.1
1,10054.67,0.99
1,8808.1,1.14
3,9605.37,1.04
3,9793.87,1.02
1,8691.1,1.15
4,9030.76,1.11
0,9445.98,1.06
3,9555.65,1.05
4,9799.45,1.02
2,8750.37,1.14
4,8624.19,1.16
2,8672.93,1.15
3,9934.86,1.01
0,9859.65,1.01
2,10557.71,0.95
0,11860.1,0.84
2,8826.58,1.13
3,9981.09,1.0
5,8948.33,1.12
3,10586.34,0.94
0,9745.95,1.03
3,10511.09,0.95
3,10225.69,0.98
1,9073.09,1.1
4,10341.23,0.97
3,10311.48,0.97
1,9775.73,1.02
5,8918.68,1.12
0,9883.33,1.01
4,8919.32,1.12
2,8779.24,1.14
4,9057.26,1.1
0,9623.3,1.04
0,9367.28,1.07
4,8358.25,1.2
2,8989.74,1.11
0,9818.22,1.02
2,8584.01,1.16
2,9246.53,1.08
0,9822.33,1.02
0,9355.96,1.07
1,9608.26,1.04
4,8470.44,1.18
2,8385.63,1.19
0,9883.91,1.01
2,9301.7,1.08
3,9684.24,1.03
2,9902.35,1.01
0,9618.55,1.04
3,10241.18,0.98
2,8633.64,1.16
2,9060.45,1.1
4,8727.2,1.15
1,8690.89,1.15
0,9272.75,1.08
3,10011.03,1.0
5,8737.38,1.14
5,9585.04,1.04
1,8832.3,1.13
3,10732.63,0.93
1,9297.58,1.08
0,9571.09,1.04
2,8829.88,1.13
0,11338.55,0.88
4,10670.35,0.94
3,9954.85,1.0
2,8994.96,1.11
0,12770.17,0.78
5,8238.11,1.21
1,9021.01,1.11
4,8188.0,1.22
2,9436.27,1.06
1,8647.95,1.16
2,8505.57,1.18
5,9442.94,1.06
1,8919.76,1.12
5,8487.7,1.18
4,9659.45,1.04
2,8405.9,1.19
2,8431.49,1.19
5,8717.84,1.15
4,9731.9,1.03
0,9465.23,1.06
3,9714.25,1.03
2,8905.42,1.12
3,9973.5,1.0
2,8977.73,1.11
2,8418.03,1.19
5,8861.71,1.13
4,8553.06,1.17
1,9446.34,1.06
0,9547.51,1.05
4,10076.24,0.99
4,8340.9,1.2
3,9626.54,1.04
4,9673.65,1.03
5,9073.32,1.1
1,9786.11,1.02
4,9788.46,1.02
5,8597.33,1.16
0,8964.7,1.12
0,12487.19,0.8
4,8474.01,1.18
5,9263.04,1.08
2,10110.02,0.99
5,9035.13,1.11
5,8086.85,1.24
1,9262.07,1.08
2,9133.66,1.09
4,8633.71,1.16
1,10292.49,0.97
0,8928.49,1.12
2,8034.02,1.24
1,8860.56,1.13
1,9133.42,1.09
0,9368.05,1.07
5,8289.63,1.21
5,9104.56,1.1
1,9393.67,1.06
3,9425.0,1.06
1,8927.9,1.12
5,8457.29,1.18
3,10095.57,0.99
5,8756.6,1.14
4,9147.43,1.09
5,13062.03,0.77
3,8396.56,1.19
5,9239.94,1.08
3,9321.23,1.07
2,8395.99,1.19
1,9315.19,1.07
0,9099.47,1.1
1,8817.62,1.13
4,9600.85,1.04
3,9362.14,1.07
2,8589.79,1.16
1,8523.28,1.17
3,8823.03,1.13
1,10640.45,0.94
3,9505.22,1.05
0,11539.78,0.87
1,9046.16,1.11
3,9721.96,1.03
3,10933.95,0.91
4,12760.39,0.78
2,8965.5,1.12
1,9183.61,1.09
5,8286.86,1.21
2,8928.26,1.12
1,11081.52,0.9
5,8606.82,1.16
5,8537.43,1.17
4,9044.14,1.11
4,8583.25,1.17
2,8499.67,1.18
0,10117.93,0.99
0,9344.77,1.07
2,8456.33,1.18
0,9505.94,1.05
3,10224.23,0.98
1,8573.28,1.17
4,9463.48,1.06
1,8915.39,1.12
5,8494.64,1.18
2,8791.68,1.14
0,10470.42,0.96
3,9383.54,1.07
4,9621.36,1.04
3,9690.68,1.03
1,10552.88,0.95
1,9680.81,1.03
0,11851.68,0.84
4,15669.02,0.64
4,8710.15,1.15
4,10260.01,0.97
4,9728.87,1.03
1,9627.26,1.04
0,9723.66,1.03
4,8948.51,1.12
3,10114.49,0.99
3,9344.11,1.07
1,8635.64,1.16
0,10750.84,0.93
3,9273.25,1.08
4,8480.71,1.18
1,8852.99,1.13
1,8615.0,1.16
4,8466.58,1.18
1,9990.55,1.0
5,9213.31,1.09
4,8988.1,1.11
1,9023.8,1.11
2,8535.88,1.17
4,8515.93,1.17
2,8518.89,1.17
3,10438.47,0.96
4,8882.85,1.13
2,8534.31,1.17
5,8705.85,1.15
2,8702.27,1.15
1,9163.38,1.09
0,9104.11,1.1
5,8668.97,1.15
0,8644.3,1.16
1,8607.33,1.16
1,8882.72,1.13
2,9989.3,1.0
1,10486.34,0.95
3,10940.55,0.91
0,10541.78,0.95
0,9499.75,1.05
3,10345.71,0.97
4,9438.04,1.06
0,9193.66,1.09
5,8212.29,1.22
1,8968.56,1.12
1,8614.31,1.16
3,8928.89,1.12
1,8849.22,1.13
5,9088.92,1.1
1,10456.6,0.96
1,8976.32,1.11
4,14249.04,0.7
5,8552.08,1.17
2,9125.75,1.1
1,9687.59,1.03
3,10063.33,0.99
1,9389.25,1.07
1,10005.11,1.0
5,8782.73,1.14
1,8943.83,1.12
1,9010.32,1.11
3,10403.78,0.96
3,9304.7,1.07
3,10235.79,0.98
5,8580.33,1.17
4,8802.18,1.14
2,12559.89,0.8
5,8393.89,1.19
5,8502.82,1.18
0,9976.09,1.0
1,9562.95,1.05
0,9490.39,1.05
4,8466.32,1.18
4,10074.02,0.99
0,11937.79,0.84
0,10339.89,0.97
5,8670.69,1.15
5,8530.04,1.17
2,8840.37,1.13
5,8610.52,1.16
0,9015.61,1.11
0,9043.75,1.11
0,9760.53,1.02
1,9453.99,1.06
1,9151.3,1.09
1,9679.72,1.03
0,10166.0,0.98
4,8237.1,1.21
3,10257.91,0.97
3,11635.71,0.86
2,8934.04,1.12
4,10351.49,0.97
4,9339.91,1.07
0,11493.27,0.87
4,9561.79,1.05
0,8703.07,1.15
2,10105.2,0.99
3,10867.76,0.92
0,8592.77,1.16
1,8421.87,1.19
4,8471.54,1.18
5,8798.35,1.14
0,10059.63,0.99
5,8645.07,1.16
2,8750.15,1.14
4,8810.06,1.14
3,9456.13,1.06
2,8718.32,1.15
2,8560.99,1.17
0,9533.81,1.05
0,9044.19,1.11
5,8877.89,1.13
5,8797.64,1.14
5,8837.21,1.13
5,8813.98,1.13
2,8420.5,1.19
1,8641.31,1.16
4,8930.97,1.12
3,9817.29,1.02
2,9756.99,1.02
5,8674.37,1.15
3,10044.22,1.0
1,10031.77,1.0
4,10934.71,0.91
5,8392.38,1.19
4,8581.52,1.17
5,12915.76,0.77
1,8622.67,1.16
0,10899.53,0.92
2,8608.5,1.16
3,8114.9,1.23
1,8678.24,1.15
4,8766.89,1.14
3,9460.68,1.06
2,9149.43,1.09
4,9580.39,1.04
4,9217.39,1.08
1,9083.45,1.1
1,10381.56,0.96
1,8756.86,1.14
5,8552.41,1.17
1,8376.87,1.19
2,8749.71,1.14
5,9553.07,1.05
0,8869.87,1.13
3,11290.49,0.89
5,8514.93,1.17
2,9496.83,1.05
3,9863.12,1.01
2,8395.19,1.19
3,10272.9,0.97
4,8789.33,1.14
5,8594.38,1.16
2,9469.67,1.06
2,8550.32,1.17
0,9249.75,1.08
3,9731.32,1.03
4,9595.0,1.04
5,9812.22,1.02
1,8884.29,1.13
0,10051.31,0.99
2,8727.43,1.15
0,9110.67,1.1
0,9546.63,1.05
2,8388.03,1.19
4,8733.89,1.14
0,9829.72,1.02
1,8938.85,1.12
0,10102.97,0.99
4,8680.05,1.15
4,9545.38,1.05
0,9226.99,1.08
0,13158.84,0.76
1,9180.86,1.09
3,10269.92,0.97
5,9544.81,1.05
0,8746.6,1.14
4,10180.11,0.98
3,10507.69,0.95
1,10171.06,0.98
5,8573.64,1.17
5,8780.1,1.14
1,9550.74,1.05
4,8551.14,1.17
0,9697.98,1.03
5,8802.05,1.14
5,10341.87,0.97
4,9456.85,1.06
0,9166.72,1.09
5,8612.92,1.16
1,8948.37,1.12
5,8713.29,1.15
3,9516.26,1.05
3,9916.5,1.01
2,8875.27,1.13
1,9440.34,1.06
2,9391.01,1.06
0,9947.73,1.01
5,8500.69,1.18
4,8392.89,1.19
5,8231.0,1.21
3,10174.3,0.98
1,10028.49,1.0
4,8730.84,1.15
4,10080.42,0.99
0,10399.28,0.96
4,10542.33,0.95
4,8866.56,1.13
0,9868.8,1.01
2,8722.33,1.15
3,10513.04,0.95
2,8509.57,1.18
0,9196.49,1.09
0,8791.64,1.14
4,9263.94,1.08
0,8919.48,1.12
1,15373.9,0.65
2,9364.71,1.07
4,10332.9,0.97
2,8483.63,1.18
2,8745.81,1.14
5,8943.29,1.12
2,9905.96,1.01
1,9921.46,1.01
3,9756.97,1.02
3,16292.97,0.61
2,9256.7,1.08
0,9719.4,1.03
5,8358.38,1.2
2,11555.94,0.87
0,9229.6,1.08
5,8476.47,1.18
2,11905.05,0.84
0,9611.56,1.04
0,9114.35,1.1
3,9682.43,1.03
2,8979.3,1.11
4,8594.04,1.16
3,10003.15,1.0
1,8396.09,1.19
4,8792.77,1.14
3,9022.95,1.11
3,9785.47,1.02
2,8898.3,1.12
4,8442.05,1.18
1,8719.45,1.15
5,8902.97,1.12
5,8633.1,1.16
0,9330.47,1.07
0,10020.13,1.0
5,9146.4,1.09
